F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,Class
-3,180,-8.32,3.7,3,0.52,-110.34,20.3,9.3,18.94,-5.42,0.88,-472.22,3.2,,True
-3,66,-7.54,3.22,3,0.43,-143.34,19.72,3.6,19.9,-5.08,-0.02,-488.22,1.42,,True
-24,615,-3.38,15.9,30,9,-401.34,29.06,-6.09,12.1,-5.09,-5.5,-896.22,-1.67,,False
-14,1080,-3.76,17.9,30,7.15,123.66,30.96,-5.31,11.9,-6.34,-7.26,-736.22,-3.08,-6.11,False
-1,24,-7.24,3.24,3,0.85,-53.34,18.82,5.37,21.94,-5.61,0.36,-514.22,1.97,,False
-2,42,-6.59,1.22,3,0.8,-101.34,20.52,8.07,21.5,-6.19,-0.3,-468.22,1.91,-8.24,True
-3,147,-7.1,3.18,3,0.16,-143.34,20.02,4.62,21.04,-6.38,7.88,-484.22,1.42,,False
-14,525,-2.52,23.2,30,7.9,78.66,31.66,-8.16,12.9,-4.59,-7.36,-726.22,-3.89,,True
-14,1080,-2.46,26.2,30,7.1,48.66,35.96,-8.61,9.1,-7.21,-9.7,-856.22,-4.28,,True
-14,1125,-5.51,19.2,30,5.3,-41.34,28.56,0.96,20.06,-8.24,-3.24,-656.22,-1.28,,False
-14,45,-3.11,13.1,30,7.1,-11.34,31.16,-0.96,12.66,-6.26,-6.22,-876.22,-2.93,-5.87,False
-14,525,-3.5,18.2,30,5.25,153.66,29.06,-3.96,12.98,-6.92,-3.68,-566.22,-1.92,-5.66,False
-1,30,-7.82,2.08,3,0.05,-68.34,20.06,3.45,20.82,-6.72,-0.3,-460.22,2.71,,False
-4,600,-1.64,14.2,30,7.3,213.66,38.16,-12.33,8.78,-7.51,-9.62,-766.22,-2.88,,False
-1,27,-6.77,2,3,0.18,-110.34,20.18,3.99,24.42,-6.78,4.14,-458.22,2.71,,False
1,6,-6.62,1.54,3,0.4,-44.34,20.28,8.91,20.88,-5.9,3.86,-482.22,1.39,,True
-1,66,-8.92,1.3,3,0.16,-152.34,20.48,10.83,22.76,-6.24,-0.52,-474.22,0.95,-6.59,False
-14,30,-3.23,24.9,30,6.3,78.66,29.26,-2.79,12.02,-4.71,-5.72,-506.22,-3.1,-6.81,False
-14,255,-6.4,18.4,30,5.8,63.66,29.96,-7.74,12.26,-4.35,-6.52,-526.22,-1.66,-6.66,False
-1,117,-7.61,2.64,3,0.74,-68.34,20.68,4.02,23.9,-6.16,-0.02,-540.22,0.64,-7.72,True
-1,66,-7.38,3.06,3,0.54,-155.34,18.92,20.43,19.98,-5.65,1.02,-532.22,2.34,,False
-3,75,-8.73,0.46,3,0.42,-152.34,20.82,16.86,18.84,-5.85,4.48,-482.22,5.76,,True
-14,690,-5.57,17.2,30,7.2,-386.34,31.46,-9.81,16.2,-5.91,-8.76,-646.22,-2.68,,True
-3,48,-8.56,1.58,3,0.61,-104.34,19.44,5.19,19.4,-5.78,-0.14,-518.22,2.62,-6.9,False
-1,57,-7.92,0.48,3,0.58,-62.34,20.08,4.92,20.46,-6.23,-0.1,-466.22,0.55,,True
-24,1050,-4.77,11.7,30,8.6,-401.34,32.86,-9.27,9.94,-4.76,-4.42,-826.22,-3.25,,True
-3,9,-6.75,2.7,3,0.87,-149.34,20.6,11.28,20.48,-5.13,2.02,-520.22,1.24,,True
-24,870,-4.82,24.5,30,7.5,-401.34,31.06,-7.89,11.3,-3.82,-8.22,-786.22,-1.26,,False
-14,285,-2.72,20.4,30,5.7,-41.34,34.26,-8.79,11.28,-4.89,-8.56,-806.22,-0.28,,True
-14,585,-2.17,15.4,30,8.5,3.66,31.16,-3.39,13.32,-5.95,-9.16,-516.22,-4.32,,True
1,69,-9.21,4.06,3,0.02,-92.34,19.8,5.88,26.2,-6.86,4.74,-496.22,1.99,-6.85,False
-24,300,-3.32,15.6,30,7.45,-191.34,29.06,-8.13,10.78,-4.63,-8.8,-526.22,-1.58,,False
-14,510,-3.43,10.5,30,8.55,-311.34,31.06,-7.02,14.42,-4.34,-8.18,-936.22,-2.02,,False
-4,1020,-3.6,16,30,6.25,-11.34,32.66,-8.31,11.7,-7.06,-2.1,-816.22,-3.33,-5.18,False
-1,57,-7.12,2.96,3,0.72,-122.34,20.5,4.65,21.32,-7.9,2.78,-534.22,1.26,-9.39,True
-3,132,-8.79,2.46,3,0.39,-119.34,19.72,10.53,20,-5.43,-0.14,-516.22,2.64,,False
-3,156,-9.14,3.72,3,0.72,-116.34,20.04,5.61,20.28,-5.89,-0.18,-494.22,2.58,-8.54,True
-1,60,-6.99,2.3,3,0.14,-80.34,20.44,9,26.12,-6.94,5.58,-538.22,3.6,-6.45,False
-2,138,-7.23,4.06,3,0.47,-101.34,19.6,4.95,20.96,-5.49,1.8,-510.22,3.42,,False
-3,45,-9.12,0.72,3,0.59,-146.34,20,8.97,23.44,-7.07,-0.54,-468.22,2.65,,True
-1,150,-7.5,2.94,3,0.46,-143.34,19.86,4.86,20.12,-5.55,3.48,-506.22,2.37,,False
-1,36,-6.47,1.28,3,0.94,-131.34,20.54,8.13,18.44,-5.9,-0.64,-468.22,1.65,,True
-14,255,-6.81,13.9,30,6.7,48.66,28.56,-2.91,14.68,-4.92,-6.5,-716.22,-1.1,-6.5,False
-3,6,-8.84,0.22,3,0.01,-134.34,20.16,4.35,22.92,-6.2,2.1,-500.22,0.74,-5.82,False
-4,180,-1.74,10.7,30,7.2,153.66,34.46,-6.3,9.82,-7.93,-8.96,-746.22,-3.93,-6.46,False
-14,1170,-1.17,10.1,30,9.55,108.66,37.06,-11.04,8.76,-6.23,-10.94,-816.22,-4.43,-5.69,False
-4,1005,-1.61,17.4,30,6,-56.34,36.76,-8.55,9.54,-7.31,-7.62,-686.22,-3.5,-5.63,False
-4,885,-2.3,11.3,30,8.4,93.66,38.66,-12.24,8.78,-6.36,-9.5,-856.22,-3.49,-7.1,False
-4,285,-5.34,10.6,30,6.5,78.66,29.96,-1.2,15.46,-6.79,-4.88,-806.22,-2.52,-6.04,False
-14,495,-4.47,22.6,30,5.1,-341.34,30.06,3.15,15.18,-4.68,-2.62,-836.22,-1.22,-4.95,False
-14,855,-2.03,12.5,30,6.6,-296.34,32.96,-5.28,10.9,-5.68,-9.48,-546.22,-4.2,,True
-3,81,-6.94,1.44,3,0.92,-131.34,19.4,3.93,22.08,-5.38,5.28,-476.22,1.57,,False
-3,192,-6.91,0.38,3,0.8,-116.34,20.24,6.96,19.96,-7.14,-0.36,-470.22,2.53,,True
-14,840,-2.51,18,30,5.75,-176.34,30.36,1.23,12.78,-5.7,-7.94,-456.22,-1.13,-6.15,False
-9,1140,-2.27,14.3,30,9.85,-116.34,29.96,-5.7,9.36,-7.36,-10.48,-536.22,-2.26,-6.36,False
-4,795,-3.43,19.8,30,5.45,108.66,29.96,-4.41,15.3,-6.8,-4.38,-676.22,-1.62,,False
-1,54,-7.18,2.82,3,0.31,-80.34,20.4,4.02,19.5,-6.61,-0.44,-524.22,1.02,,False
-3,78,-7.23,3.28,3,0.04,-107.34,20.42,8.07,21.14,-5.53,3.78,-520.22,1.83,,False
-1,18,-9.03,1.78,3,0.66,-62.34,20.4,3.6,23.1,-6.21,6.16,-458.22,0.64,,True
-14,870,-2.11,31.4,30,5.05,78.66,36.96,-6.75,11.18,-4.75,-7.28,-876.22,-3.03,-8.19,True
-14,90,-4.12,18.2,30,6.95,-11.34,28.86,-5.16,14.94,-4.11,-1.78,-836.22,-0.75,-5.91,False
-1,39,-6.68,2.82,3,0.28,-104.34,20.14,9.27,20.44,-7.68,6.76,-456.22,0.84,-8.14,True
-3,75,-6.67,1.26,3,0.29,-134.34,20,13.53,23.34,-5.86,0.82,-472.22,2.34,-7.65,False
-3,75,-8.13,3.28,3,0.53,-149.34,19.52,5.94,20.02,-6.88,0.66,-464.22,6.56,-8.24,True
-14,375,-3.05,24.8,30,5.15,-41.34,30.56,-7.23,13.38,-3.99,-4.6,-566.22,0.03,,False
-14,690,-2.68,28.7,30,6.8,-266.34,31.66,-8.01,12.28,-4.62,-9,-636.22,-3.32,,False
-4,795,-3.77,24.3,30,5.8,153.66,33.46,-7.17,11.54,-7.14,-5.82,-766.22,-3.66,-6.49,False
-4,570,-2.06,12.7,30,8.85,93.66,38.66,-13.47,11.72,-7.21,-7.82,-766.22,-4.27,,True
-3,120,-6.75,0.52,3,0.03,-137.34,20.68,3.21,21.08,-8.75,0.6,-468.22,0.57,-7.29,True
-3,75,-7.48,0.54,3,0.63,-149.34,19.8,4.02,22.7,-5.79,0.56,-494.22,2.4,-6.21,False
-1,108,-7.24,2.98,3,0.04,-152.34,20.48,4.62,24.14,-5.48,10.44,-530.22,1.25,,False
-3,63,-10.83,1.16,3,0.05,-134.34,20.12,5.04,19.62,-5.43,0.18,-478.22,2.27,-7.29,False
-1,81,-7.48,3.74,3,0.39,-83.34,20.22,5.34,23.2,-7.29,1.74,-532.22,1.35,,False
-4,330,-3.15,16.1,30,7.3,3.66,30.66,-7.95,15.42,-5.34,-4.4,-696.22,-3.23,-6.13,False
-4,1155,-2.58,29.8,30,8.5,-101.34,33.36,-10.59,9.54,-6.56,-2.46,-866.22,-3.23,-6.48,False
-14,270,-3.42,12,30,6.5,-56.34,30.06,-0.09,15.86,-5,-5.8,-706.22,-1.65,,False
-14,435,-2.6,20.6,30,9.55,138.66,32.16,-11.64,10.72,-5.72,-7.66,-656.22,-4.2,-7.67,True
1,75,-7.18,3.98,3,0.59,-50.34,19.56,8.85,20.34,-6.54,0.3,-480.22,0.88,-7.48,False
-14,360,-2.37,15.2,30,8.2,138.66,31.56,-9.57,11.4,-8.71,-0.44,-796.22,-3,-5.54,False
-3,114,-11.35,4.14,3,0.86,-131.34,19,10.89,20.22,-5.44,1.98,-500.22,1.58,-7.04,False
-3,21,-8.18,3.38,3,0.94,-149.34,19.12,5.79,23.52,-5.92,1.84,-532.22,3.23,-8.43,True
-14,390,-3.83,10.2,30,6.1,-26.34,28.16,-1.02,13.4,-6.26,-7.24,-486.22,-2.73,-6.3,False
1,66,-7.83,2.36,3,0.32,-92.34,20.62,6.84,21.9,-7.13,4.86,-530.22,2.05,,False
-4,795,-2.52,12.7,30,10.05,93.66,35.76,-13.02,11.34,-7.09,-6.26,-616.22,-3.9,,True
-1,9,-7.16,3.36,3,0.47,-131.34,19.38,12.6,21.08,-5.9,4.22,-530.22,0.94,,True
-1,45,-10.93,3.2,3,0.32,-119.34,20.72,5.64,22.78,-6.84,3.22,-516.22,1.58,,True
1,9,-7.9,1.04,3,0.9,-83.34,19.74,9.12,19.64,-5.81,-0.74,-462.22,0.61,-7.77,True
-1,69,-9.54,2.68,3,0.01,-68.34,20.12,12.03,27.9,-6.83,0.66,-550.22,3.61,,False
-14,930,-5.21,23.1,30,9.3,-56.34,31.26,-10.14,11.54,-4.84,-7.08,-766.22,-3.25,,True
1,12,-7.42,2.58,3,0.81,-71.34,20.12,7.59,22.62,-5.87,0.24,-502.22,0.86,,True
-14,945,-2.73,26.8,30,9.35,-206.34,30.26,-10.2,10.52,-4.5,-9.56,-636.22,-4.09,,True
-1,87,-6.94,3.58,3,0.69,-146.34,19.36,4.38,20.66,-5.21,3.96,-542.22,3.47,,False
-3,138,-7.41,3.28,3,0.43,-104.34,20.36,4.65,21.4,-7,2.54,-514.22,1.44,,False
-14,480,-5.29,25.6,30,6.25,-161.34,29.36,-3.54,15.12,-5.88,-5.84,-656.22,-2.76,,False
-3,63,-6.97,2.76,3,0.04,-128.34,20.68,5.31,20.14,-5.17,3.38,-540.22,1.08,-8.05,True
-1,21,-6.43,0.8,3,1,-59.34,20.62,4.68,22.78,-6.62,0.54,-460.22,1.02,,True
1,3,-7.57,3.64,3,0.97,-56.34,19.16,6.96,22.94,-6.58,-0.3,-502.22,3.71,-6.44,False
-14,225,-4.37,16.7,30,8.55,108.66,30.66,-8.43,12,-5.15,-8.4,-906.22,-2.65,-5.59,False
-1,75,-11.07,1.7,3,0.5,-110.34,19.9,10.83,19.6,-6.09,1.02,-496.22,1.13,,False
-14,975,-5.01,17.6,30,7.1,-56.34,29.96,3.33,13.18,-7.32,-7.66,-646.22,-3.31,-5.87,False
-2,129,-7.31,1.04,3,0.87,-101.34,20.3,7.86,23.16,-9.35,2.92,-476.22,0.98,-8.24,True
-24,900,-4.48,29.2,30,7.35,-251.34,31.06,-5.94,14.8,-4.16,-4.4,-756.22,-3.51,-4.86,False
-24,945,-5.3,29.9,30,7.05,-296.34,28.86,-5.1,14.72,-4.77,-6.68,-786.22,-2.49,-5.57,False
-3,36,-7.23,1.62,3,0.32,-155.34,20.08,7.2,23.1,-5.72,0.68,-462.22,0.79,-8.59,True
-3,87,-6.97,0.1,3,0.71,-134.34,20.08,4.56,20.08,-7.45,3.22,-490.22,0.81,,False
-1,69,-7.06,2.1,3,0.62,-143.34,19.28,4.71,19.7,-5.82,1.24,-526.22,7.74,,False
-24,705,-6.12,29.7,30,6.4,-296.34,31.46,-0.63,15.76,-6.04,-8.26,-726.22,-2.72,-7.19,False
-1,3,-6.64,3.1,3,0.69,-119.34,20.1,3.45,19.78,-5.59,0.04,-476.22,0.66,,True
-14,105,-2.51,17.4,30,7.75,-221.34,31.06,-8.7,13.54,-4.55,-6.52,-776.22,-1.56,-5.87,False
-3,81,-8.2,1.62,3,0.04,-149.34,19.88,3.6,22.08,-7.11,0.12,-468.22,0.95,-6.83,False
-4,165,-3.95,13.9,30,9.25,48.66,31.36,-8.55,15.4,-5.72,-6.64,-856.22,-3.89,-6.6,False
-4,135,-3.05,22.9,30,7.95,63.66,32.36,-6.45,11.6,-5.51,-0.78,-916.22,-2.43,-6.45,False
-4,285,-4.16,26.1,30,6.8,-26.34,31.16,-6.72,16.58,-4.04,-6.2,-566.22,-0.23,-7.14,True
-14,450,-2.18,14.1,30,7.15,108.66,38.16,-10.38,8.76,-6.06,-10.44,-796.22,-2.92,-7.59,True
-1,93,-8.3,3.14,3,0.43,-143.34,19.02,5.79,22.5,-5.56,1.76,-464.22,0.85,-6.02,False
-14,495,-2.15,11.9,30,7.7,183.66,30.46,-6.33,9.72,-6.58,-9.3,-496.22,0.72,,False
-2,84,-8.85,3.02,3,0.93,-101.34,20.34,3.27,21.04,-5.99,0.08,-540.22,3.11,,True
-14,450,-4.15,11.7,30,5.25,-236.34,30.06,3.36,15.64,-4.67,-5.66,-696.22,-2.48,,False
1,63,-6.72,1.42,3,0.87,-62.34,20.2,6.63,22.22,-5.72,0.02,-488.22,4.87,-8.66,True
-3,45,-7.18,3.36,3,0.59,-119.34,19.4,5.19,21.52,-5.37,1.7,-540.22,1.02,-7.22,False
-3,81,-8.08,0.9,3,0.04,-143.34,20.06,7.56,25.16,-6.77,1.4,-496.22,2.09,-6.74,False
-3,216,-6.58,2.44,3,0.82,-149.34,19.78,3.36,19.34,-7.35,1.12,-462.22,0.82,-6.89,True
-14,915,-2.02,12.2,30,6.25,-71.34,37.66,-3.42,8.9,-5.9,-8.04,-476.22,-3.45,,True
-14,765,-1.62,13,30,8.55,33.66,36.66,-6.42,9.5,-6.23,-9.8,-856.22,-3.51,,True
-14,330,-2.69,13.9,30,9.6,-221.34,30.06,-11.16,12.28,-4.66,-9.9,-606.22,-3.92,-8.89,True
-14,60,-2.47,10.1,30,8.6,-131.34,31.26,-5.91,11.72,-6.33,-8.16,-866.22,-2.76,,True
-4,660,-4.34,18.8,30,9.45,93.66,31.76,-7.2,10.84,-6.23,-9.28,-746.22,-2.66,-7.3,False
-14,900,-3.06,13.6,30,10.05,-11.34,29.76,-5.46,11.16,-5.81,-7.32,-826.22,-3.6,,False
-1,3,-8.16,3.08,3,0.39,-53.34,20.6,8.1,24.9,-5.71,-0.26,-506.22,1.31,-8.76,True
-1,39,-7.63,0.36,3,0.43,-86.34,20.5,3.48,22.32,-7.29,-0.4,-534.22,1.19,,False
-1,54,-7.53,3.98,3,0.43,-119.34,20.48,3.66,20.58,-6.12,1.78,-470.22,0.8,,True
-14,1050,-4.04,10.2,30,8.15,-251.34,31.26,-6.54,11.6,-6.58,-8.42,-876.22,-2.41,,False
-1,69,-6.58,0.36,0,0.13,-155.34,20.84,5.22,18.64,-8.16,-0.28,-484.22,1.7,-6.48,True
-1,30,-9.92,1.7,3,0.28,-56.34,19.96,8.94,21.7,-5.62,0.44,-484.22,1.57,-6.84,False
-14,420,-2.34,27.5,30,6.75,-56.34,31.06,1.56,10.88,-6.6,-9.16,-576.22,-2.37,-7.28,False
-3,9,-8.34,4.1,3,0.08,-110.34,19.54,8.31,20.2,-7.96,5.34,-464.22,1.15,,True
1,21,-9.41,3.52,3,0.27,-86.34,20.02,6,23.26,-6.2,-0.3,-508.22,2.39,,False
-1,15,-9.1,2.24,3,0.71,-131.34,20.28,3.45,19.34,-6.23,0.98,-472.22,1.01,,True
-3,3,-6.69,2.7,3,1.03,-110.34,20.54,3.42,20.7,-5.15,-0.34,-464.22,1.65,-6.73,True
-1,69,-7.26,3.68,3,0.8,-134.34,20.04,3.75,19.1,-6.27,0.7,-522.22,0.77,-8.5,True
1,36,-6.99,3.1,3,0.98,-74.34,20.06,4.32,23.98,-6.57,-0.62,-540.22,3.02,,False
-3,9,-6.7,1.58,3,0.17,-137.34,20.4,4.35,21.18,-5.8,6.86,-500.22,1.09,,True
-1,39,-12.01,3.5,3,0.88,-137.34,20,14.01,19.56,-7.29,1.08,-468.22,1.67,,True
-4,990,-3.01,22.2,30,9.45,123.66,31.06,-7.56,14.3,-7.04,-8.8,-906.22,-2.95,-5.62,False
-14,300,-4.48,13.6,30,7.3,-26.34,29.66,-5.49,12.64,-5.12,-5.72,-846.22,-2.62,-4.94,False
-4,1080,-2.08,25.5,30,6.25,-71.34,36.56,-9.69,8.36,-6.57,-9.98,-526.22,-1.69,,True
1,21,-7.13,2.08,3,0.56,-92.34,20.3,4.17,23.76,-6.37,7.78,-486.22,2.14,,True
-1,51,-7.07,0.6,3,0.97,-104.34,20.26,10.05,21.6,-5.85,0.64,-520.22,0.92,-8.96,True
-24,750,-4.61,15.2,30,5.95,-191.34,36.86,-11.61,8.48,-4.98,-9.06,-556.22,-4.34,,True
-3,21,-9.33,3.18,3,0.89,-146.34,19.58,10.26,19.24,-4.97,1.06,-484.22,1.33,,True
-24,960,-1.51,10,30,7.45,-206.34,37.36,-10.83,8.92,-5.11,-11.2,-736.22,-3.94,,True
-1,15,-6.85,3.5,3,0.41,-104.34,20.44,3.39,19.06,-6.43,-0.1,-518.22,1.36,-7.38,True
-14,150,-2.09,18.6,30,6.05,63.66,34.16,-5.25,12.18,-5.11,-8.46,-586.22,-4.23,,True
1,36,-8.43,0.56,3,0.84,-95.34,20.48,4.83,19.6,-5.98,1.4,-528.22,1.57,-8.04,True
-1,99,-7.68,1.18,3,0.15,-149.34,20.5,6.18,18.96,-5.86,2.82,-472.22,0.81,,False
-3,6,-8.38,2.78,3,0.16,-134.34,20.36,7.71,26.48,-6.2,12.94,-456.22,2.99,,True
-14,690,-4.86,15.5,30,6,-356.34,36.66,-5.97,9.76,-5.49,-5.76,-816.22,-4.18,,True
-1,3,-7.97,2.86,3,0.73,-116.34,19.02,6.63,23.8,-5.17,3.88,-510.22,2.14,-6.58,False
-14,810,-4.54,17.1,30,6.5,153.66,28.96,-3.03,16.36,-6.35,-4.68,-936.22,-1.35,,False
-1,15,-8.45,1.26,3,0.76,-68.34,19.44,4.17,19.74,-6.62,-0.44,-456.22,2.18,,False
-14,1110,-2.76,14.1,30,9.85,-146.34,30.66,-9.51,12.88,-5.99,-7.46,-766.22,-3.33,,False
-3,45,-8.5,3.92,3,0.42,-143.34,19.74,3.96,20.78,-8.4,4.76,-500.22,1.29,-7.99,True
1,117,-6.83,2.38,3,0.69,-50.34,20.24,13.05,19.84,-6.79,1.24,-524.22,2.29,-8.17,True
-3,132,-6.73,1.68,3,0.51,-110.34,20.66,4.11,23.18,-6.27,6.74,-502.22,1.22,-8.63,True
-14,1065,-3.08,21.9,30,5.95,-131.34,32.86,-7.71,11.16,-5.42,-8.98,-686.22,-3.76,-6.75,False
-3,81,-7.23,3.02,3,0.25,-134.34,19.76,3.93,19.86,-7.11,-0.08,-506.22,0.85,-6.56,False
-24,1125,-4.98,17.3,30,5.7,-161.34,31.56,-5.64,13.58,-5.81,-2.48,-936.22,-1.25,,False
1,27,-7.44,2.26,3,0.26,-83.34,20.4,4.2,20.72,-7.27,2.1,-520.22,1.85,-5.8,False
-3,129,-8.89,0.7,3,0.94,-152.34,19.76,4.5,24.34,-6.26,0.54,-542.22,1.91,,False
-14,120,-4.51,27.9,30,5.9,-11.34,28.86,0.51,18.8,-5.49,4.26,-876.22,2.14,,False
-19,195,-5.43,10.4,30,8.25,-116.34,31.46,-10.17,12.44,-6.81,-5.22,-746.22,-1.88,-8.17,True
1,33,-9.95,2.7,3,0.39,-83.34,19.82,3.81,20.58,-5.96,1.78,-524.22,3.03,,False
-14,30,-3.97,18.4,30,7.1,93.66,31.86,-9.9,10.76,-5.35,-5.12,-656.22,-2.66,-7.24,True
-4,180,-2.32,12.2,30,8.35,138.66,30.26,-4.89,13.9,-6.26,-1.98,-586.22,-1.76,-7.02,False
-3,15,-7.49,0.5,3,0.8,-110.34,19.46,9.99,21.14,-6.49,0.24,-508.22,2.18,-6.54,False
-14,240,-3.44,11.1,30,7.95,-26.34,30.26,-5.88,15.46,-5.69,-5.26,-906.22,-2.7,,False
-4,360,-2.53,15.9,30,7,138.66,30.86,-1.23,11.48,-5.81,-8.68,-636.22,-2.71,-6.26,False
-14,975,-1.97,10.9,30,7,-101.34,35.86,-12,10.76,-8.48,-10.14,-696.22,-3.07,,False
-3,27,-6.8,3.06,3,0.97,-134.34,20.54,3.21,18.64,-5.19,-0.8,-486.22,2.85,,True
-4,765,-3.83,13.1,30,5.25,3.66,31.26,-0.72,15.02,-6.59,-6.52,-856.22,-1.15,-5.39,False
-1,129,-8.03,3.34,3,0.46,-140.34,19.68,6.69,21.32,-5.5,2.64,-498.22,1.11,,False
-14,375,-2.76,13.7,30,7.65,108.66,34.96,-9.3,12.14,-6.38,1.34,-696.22,-4.17,-7.63,True
-1,24,-6.84,4.04,3,0.68,-74.34,19,3.81,20.38,-6.87,2.62,-476.22,1.28,,False
-14,1065,-1.82,13.3,30,7.35,-56.34,34.16,-8.58,9.34,-8,-10.1,-746.22,-2.72,,False
-1,54,-7.15,1.24,3,0.9,-71.34,19.86,14.94,23.14,-5.76,0.7,-530.22,0.97,-7.51,False
-14,570,-4.6,10.3,30,8.05,33.66,32.86,-6.99,12.98,-7.24,-7.64,-496.22,-4.1,-6.87,True
-1,156,-7.02,2.92,3,0.18,-149.34,20.34,4.2,22.52,-5.58,0.96,-526.22,1.02,-6.26,False
-14,1080,-1.96,19.5,30,5.85,-311.34,33.76,-11.13,10.34,-5.75,-8.48,-516.22,-3.19,,True
-24,630,-3.68,12.7,30,6.15,-386.34,34.06,-7.32,12.76,-5.33,-8.74,-916.22,-2.69,,False
-4,795,-2.71,17.1,30,8.95,78.66,32.16,-5.94,8.78,-7.13,-10.76,-556.22,-3.9,-6.33,False
-14,270,-5,10.5,30,5.9,-326.34,33.26,-7.59,15.3,-4.15,-7.02,-886.22,-3.12,-5.95,False
-14,135,-2.2,11.9,30,8.5,108.66,32.86,-5.04,11.74,-4.62,-4.94,-906.22,-3.8,-8.03,True
-24,600,-2.47,18.6,30,8.25,-416.34,30.16,-8.49,13.64,-4.04,-8.68,-666.22,-2.81,,False
1,27,-7.04,2.06,3,0.42,-80.34,19.86,13.59,20.74,-7.18,1.54,-462.22,3.74,-5.84,False
-14,615,-4.28,18.2,30,6.75,108.66,31.46,-8.07,11.68,-5.75,-8.3,-546.22,0.74,,False
-1,156,-6.76,3.04,0,0.16,-143.34,20.24,5.31,19.22,-6.96,4.86,-480.22,0.98,,True
-14,210,-3.19,15.1,30,7.8,-236.34,30.86,0.9,10.94,-4.86,-2.44,-706.22,-3.53,-6.49,False
-3,186,-7.27,0.22,3,0.9,-152.34,20.18,3.9,20.02,-6.09,-0.16,-540.22,0.91,-8.06,True
-4,660,-5.44,13.8,30,5.3,93.66,29.26,0.03,15.4,-6.51,0.66,-776.22,-1.65,,False
-4,375,-4.06,10.4,30,5.9,33.66,30.66,-4.32,12.84,-5.65,-5.86,-846.22,-2.23,,False
-24,240,-4.52,15.5,30,8.2,-191.34,30.36,-2.61,11.96,-6.87,-5.04,-656.22,-3.57,,False
-1,24,-8.3,3.08,3,0.21,-50.34,19.76,4.65,19.7,-6.64,4.94,-490.22,1.47,,False
2,0,-7.22,3.42,3,0.3,-59.34,20.84,4.05,28.96,-5.79,0.44,-540.22,0.71,-6.77,False
-3,9,-7.3,2.44,3,0.78,-110.34,19,5.4,21.08,-5.5,1.42,-512.22,5.97,-6.8,False
1,9,-7.93,0.88,3,0.75,-62.34,19.82,5.64,19.22,-6.91,1.74,-474.22,0.58,-7.55,True
-14,255,-3.23,29.5,30,5.1,-56.34,31.46,-4.35,15.24,-4.11,-3.14,-696.22,-2.09,,False
-24,1050,-3.1,14.9,30,8.85,-236.34,31.46,-11.64,10.02,-5.11,-7.02,-586.22,-3.6,,True
-14,645,-1.5,16.5,30,6.55,-71.34,38.56,-10.8,12.76,-6.4,-8.36,-766.22,-2.99,-7.8,True
-1,3,-7.02,1.68,3,0.35,-89.34,20.74,9.57,21.3,-5.55,6.8,-540.22,1.38,-7.26,False
-14,1050,-2.15,14.4,30,6.4,168.66,35.86,-8.07,9.86,-7.89,-10.7,-546.22,-4.59,-6.62,False
-4,630,-3.49,12.5,30,7.05,168.66,35.16,-11.25,9.64,-6.27,-9.42,-736.22,-1.58,,False
-4,915,-2.18,14.3,30,9,18.66,34.16,-7.68,9.16,-6.11,-8.14,-916.22,-2.39,,False
-14,1020,-3.36,15.9,30,7.55,48.66,32.86,-7.14,10.24,-6.46,-9.38,-776.22,-3.99,,False
-1,51,-6.64,2.56,3,0.7,-122.34,20.2,11.85,19.06,-5.99,0.16,-526.22,0.89,-6.77,False
-3,21,-7.18,2.96,3,0.2,-125.34,20.6,4.65,18.88,-5.27,7.46,-462.22,1.27,-8.15,True
-1,33,-7.68,1.48,3,0.99,-116.34,18.98,7.68,19.84,-9.81,-0.36,-464.22,0.73,-7.04,False
1,21,-8.49,2.36,3,0.91,-38.34,20.28,7.29,22.02,-5.66,-0.84,-500.22,4.73,,True
-14,105,-4.59,13.1,30,5.65,93.66,33.06,-5.22,13.34,-5.3,-7.5,-896.22,0.14,-6.17,False
-14,375,-2.97,10.3,30,6.1,-281.34,35.16,0.6,10.12,-4.18,-10.04,-566.22,-4.16,,True
-3,57,-9.06,3.18,3,0.12,-140.34,20.7,3.66,19.02,-5.97,1.52,-458.22,0.86,,True
-14,255,-2.44,11.7,30,7.95,-71.34,29.56,-8.43,10.54,-4.6,-5.28,-586.22,-3.52,-6.42,False
-1,51,-6.65,3.26,3,0.71,-47.34,19.88,4.17,19.36,-6.8,1.46,-494.22,1.24,,False
-14,1050,-2.07,11.8,30,8.4,-101.34,34.56,-10.74,10.96,-6.5,-9.56,-876.22,-0.84,,False
-14,165,-5.08,11.9,30,7.35,-221.34,31.66,-9.9,10.9,-4.51,-7.34,-556.22,-3.3,-8.52,True
-3,150,-7.25,0.66,3,0.98,-146.34,20.12,8.79,22.42,-6.78,-0.58,-462.22,0.57,,True
-19,945,-3.45,29.5,30,7.15,-116.34,31.16,-5.73,13.14,-4.36,-7.02,-866.22,-3.06,,False
-1,141,-6.91,3.68,3,0.12,-95.34,20.36,7.08,20.48,-6.93,-0.06,-486.22,0.84,-7.62,False
-4,150,-2.34,12.1,30,10.25,78.66,32.56,-10.17,11.68,-6.51,-9.86,-646.22,-4.08,-8.63,True
